,userId,itemId,showTime,network,refresh,showPos,click,deviceName,OS,province,city,age0,age1,age2,age3,female,male
0,1000014754,463510256,1624843756147,5,0,16,0,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
1,1000014754,463852707,1624843756147,5,0,13,1,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
2,1000014754,464757134,1625052999841,5,0,13,1,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
3,1000014754,464617167,1625052999841,5,0,16,1,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
4,1000014754,465426190,1625382421168,5,0,5,0,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
5,1000014754,465815972,1625382421168,5,0,4,1,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
6,1000014754,465991958,1625382421168,5,0,0,1,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
7,1000014754,463067100,1624757147178,5,0,13,0,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
8,1000014754,464264603,1625011694982,5,1,18,0,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
9,1000014754,464295109,1625009731701,5,0,19,1,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
10,1000014754,463797180,1625009731701,5,0,16,1,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
11,1000014754,464140836,1625009731701,5,0,13,0,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
12,1000014754,464088301,1625009731701,5,0,18,1,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
13,1000014754,464264603,1625011694982,5,1,18,1,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
14,1000014754,464088301,1625009731701,5,0,18,0,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
15,1000014754,464757134,1625052999841,5,0,13,0,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
16,1000014754,465295045,1625226870896,2,0,16,1,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
17,1000014754,463625484,1624762446340,5,0,12,1,DVC-AN20,Android,江西,南昌,0.006997,0.042276,0.293172,0.657555,0.362179,0.637821
